Rank,Resume Index,Resume Text
2017,783,"CLAIMS SUBJECT MATTER EXPERT
Professional Summary
Experienced Customer Service Representative with over 10 years of experience Worked in Healthcare Industry for over 8 years with Humana,
Passport and Excellus BCBS of NY Successfully trained seasonal associates for Open Enrollment and worked as a Client Subject Matter Expert
for SHPS, Inc.
Skills
HCPCS Coding Guidelines
Understands anesthesia coding
Insurance and collections procedures
Understands insurance benefits
DRG and PC grouping
Ambulance ..."
2018,1715,"CERTIFIED MASTER PERSONAL TRAINER
Professional Summary
Seasoned health and fitness professional who provides personalized fitness and wellness programs to people of all ages and skill levels. A
nationally Certified Master Personal Trainer using holistic mind and body philosophies to assist clients in reaching and maintaining fitness goals.
Core Qualifications
Microsoft Word, Excel, and Adobe Strong organizational skills Photoshop Effective in a team environment
Experience
Certified Master Person..."
2019,1863,"HEALTHCARE CLINICAL ANALYST
Professional Experience
November 2012
 
to 
September 2015
Company Name
 
City
 
, 
State
 
Healthcare Clinical Analyst
I entered the insurance arena with no insurance experience and I now successfully serve as a leader in the appeals deparement. I 
work all
lines of business, including commercial, state group and Medicare appeals. In this highly collaborative area, I work 
in conjunction with
medical directors, medical policy, pharmacy, and ________to 
render appeal ..."
2020,2264,"PUBLIC RELATIONS MANAGER
Summary
PR/Media Relations professional skilled at delivering sharply focused, high-impact for corporate, government, and not-for-profit organizations that
generate measurable results.
Strategic thinker who understands big-picture business goals, develops program strategies/tactics, and exceeds expectations.
Highlights
Brand Positioning
Messaging Strategy
Writing & Editing
Media Outreach
Project Management
Crisis Management
Executive Coaching
Event Planning/Execution
New..."
2021,2301,"Z
SALES CONSULTANT
Summary
Highly motivated, competitive, sales consultant seeking opportunity with long-term growth potential through integrity sales success, building
relationships and developing the business Performance Skills 
*Account Penetration 
*Adaptability *Identify and create new business opportunities
*Brain lab navigation experience 
*Demonstrating Products *Product Launch 
*Account Relationships *Confident clinical expertise
Snap Shot
Sales Consultant
 
City
 
, 
State
 
Company Na..."
2022,2394,"ASSISTANT TEACHER
Summary
Teacher's Aide who has lovingly taught 8 children, ages 0 through 18 months. Thorough in guiding children through a variety of daily activities and
making sure the curriculum is age-appropriate and fun. 
Dependable and reliable worked others shifts when they couldn't make it to work.
Highlights
Charting and recordkeeping
Child abuse prevention
Understands developmental disorders
Active listener
First aid certificate
Basic clerical knowledge
Reliable and punctual
Friendl..."
2023,737,"TAX ACCOUNTANT
Professional Summary
Skills
QuickBooks,
CCH ATX,
Microsoft Office
Suite
account reconciliation, accounting, administrative, bookkeeping, C, CA, consulting, contracts, credit, client, clients,
documentation, filing, financial analysis, forms, funds, general ledger, MA, Mandarin, marketing, Excel, Microsoft Office
Suite, payroll, QuickBooks, real estate, reporting, sales, tax compliance, tax, taxes, tax returns, telemarketing, venture
capital
Work History
Tax Accountant
 
, 
01/2016..."
2024,214,"PRACTICUM EXPERIENCE
Summary
Nurse Practitioner focused on providing quality care and maintaining direct lines of communication with patients and the entire health-care team.
Superb interpersonal and leadership skills and enjoys challenges and learning new concepts and skill sets.
Certifications
Registered Nurse
Certified Emergency Nurse
Trauma Nurse Specialist
Basic Life Support
Advanced Cardiac Life Support
Pediatric Advanced Life Support
Highlights
Practicum hours include Primary Care, Pediat..."
2025,2175,"ABOUT
Creative communications professional good with implementing PR strategy, writing press collateral and managing press on-site at events, launches
and trade shows. Also experienced in maintaining relationships to secure press placements, creating event and launch timelines and strategies and
managing influencer campaigns and partnerships. Additionallyâ€š accomplished and well-versed in ROI, social media marketing strategy, creative
marketing initiatives, SEM, design, content and copywriting...."
2026,1396,"DIGITAL MARKETING COORDINATOR
Skills
PROFESSIONAL SUMMARY
Digital Marketing Coordinator skilled in leveraging the power of blogs, online communities and social media platforms to increase brand
awareness and boost brand loyalty. SEO optimization expert adept at creating highly-targeted web content that drives inbound traffic.
CORE QUALIFICATIONS
Strategic media placement
Creative content
Media relations
Special events planning
5+ years customer service & sales experience.
WordPress
Google Analyt..."
2027,984,"KITCHEN UTILITY WORKER/EVENING WEEKEND CHEF
Professional Summary
Fast-learning recent CNA graduate
 , fast-paced, enthusiastic about working in a hospital
 , adult family home, and/or retirement home. I have 4+
years experience taking care of mentally ill, dementia, Alzheimer, schizophrenic, hospice and end of life care patients. I focus a lot on patient care
and needs to make sure my client is comfortable at all times.
Licenses
Fundamentals of Caregiving
First Aid and CPR
Dementia Training
Ment..."
2028,2095,"INFORMATION TECHNOLOGY SPECIALIST
Summary
Security+ Certified LAN/WAN (T1, Frame Relay, TCP/IP) IAVA Routers/Firewalls/Switches/Wi-Fi/VPN Network and Information Systems
Defense Level 1 and 2 Technical Support Cable Systems Installer/Maintainer Imaging/Base lining Current TS-SCI Clearance LOS Line of Sight
Radio CPOF/VOIP Videoconferencing Technologies Network and Server Administration Government Security Disaster Recovery/Backups
Accomplishments Information Technology Deployed and managed CPN, ..."
2029,2160,"VP MARKETING & COMMUNICATIONS
Summary
Marketing manager and writer offering a comprehensive background in the development and execution of strategic marketing communication plans
across all platforms to drive customer acquisition and retention.
Highlights
New customer acquisition
Brand development
Multi-media marketing
CRM management
Account management
Copywriting
Direct mail campaigns
Interactive marketing
Accomplishments
Increased sales up to 80% year over year for 118-store retail chain throu..."
2030,2237,"CITY CARRIER ASSISTANT
Professional Summary
A results-oriented, service-driven psychology professional who is an analytic problem solver capable of insightful decision making. A skilled
troubleshooter able to synthesize disparate pieces of data, draw meaningful conclusions, and execute a concise implementation plan. An astute
project manager who can also function as an efficient team leader but who can also operate as a team player demonstrating common sense,
working effectively in highly pressu..."
2031,569,"SENIOR SUPPLY SERGEANT
OBJECTIVE
To obtain a position in the logistics arena as an Inventory Management Specialist, Logistics Management Specialist, Supply Management
Specialist, or Senior Logistics Analyst within any organization in which my experience, knowledge, and skills will be used accordingly.
Professional Experience
Company Name
 
City
 
, 
State
 
Senior Supply Sergeant
 
04/2012
 
to 
Current
Knowledgeable of Army Supply Regulations, Processes, Principles, Procedures, and Concepts of ..."
2032,2330,"SALES ASSOCIATE/GOLF SALES ASSOCIATE
Executive Summary
High-energy and focused Manager with 26 years of Honorable military service. Posses a wealth of experience which was developed by taking on
greater postilions of responsibility and restructuring policies and improving upon the organizational goals. Mentoring junior leaders and providing
direction for all personnel under my charge. In addition to taking-on and managing new projects with increased demand and responsibility.
Core Qualifications..."
